epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
19,42.1445,1.6298,2.20651,1.32382,1.07859,0,0.44498,0.40948,0.31236,0.11045,0.38786,0.38298,0.26762,0.09281,1.93827,3.90737,2.76484,1.31921,0,0.000986944,0.000986944,0.000986944
20,44.0593,1.48224,2.0805,1.23146,1.06469,0,0.29233,0.4571,0.30747,0.12586,0.29732,0.48618,0.30285,0.16388,2.01731,2.96898,3.05731,1.23924,0,0.00103203,0.00103203,0.00103203
21,47.0431,1.61148,2.03392,1.22286,1.11538,0,0.29233,0.4571,0.30747,0.12586,0.29732,0.48618,0.30285,0.16388,2.01731,2.96898,3.05731,1.23924,0,0.00107632,0.00107632,0.00107632
22,50.031,1.65347,2.39755,1.21129,1.07792,0,0.36458,0.40426,0.2872,0.12869,0.40882,0.46809,0.35825,0.17383,1.9124,3.35745,3.26313,1.2605,0,0.00111982,0.00111982,0.00111982
23,53.0108,1.39652,1.96875,1.16032,1.0294,0,0.36458,0.40426,0.2872,0.12869,0.40882,0.46809,0.35825,0.17383,1.9124,3.35745,3.26313,1.2605,0,0.00116253,0.00116253,0.00116253
24,55.9526,1.47987,1.84688,1.20647,1.04671,0,0.46125,0.29787,0.25819,0.11759,0.59304,0.38298,0.36937,0.15829,1.93746,3.45762,2.96774,1.33965,0,0.00120444,0.00120444,0.00120444
25,57.8457,1.4706,1.71926,1.14986,1.05964,0,0.46125,0.29787,0.25819,0.11759,0.59304,0.38298,0.36937,0.15829,1.93746,3.45762,2.96774,1.33965,0,0.00124557,0.00124557,0.00124557
26,59.7086,1.51972,1.99529,1.21958,1.06662,0,0.4165,0.31915,0.24142,0.08944,0.48646,0.40426,0.32863,0.12265,2.05334,3.43055,3.78547,1.48012,0,0.0012859,0.0012859,0.0012859
27,61.5271,1.63822,2.13998,1.24928,1.05451,0,0.4165,0.31915,0.24142,0.08944,0.48646,0.40426,0.32863,0.12265,2.05334,3.43055,3.78547,1.48012,0,0.00132544,0.00132544,0.00132544
28,63.4502,1.45943,1.95461,1.19096,1.06607,0,0.35868,0.28573,0.17033,0.0641,0.42015,0.33919,0.20109,0.06522,2.11838,3.27507,4.5288,1.46078,0,0.00136419,0.00136419,0.00136419
29,65.321,1.48871,1.80911,1.16844,1.09326,0,0.35868,0.28573,0.17033,0.0641,0.42015,0.33919,0.20109,0.06522,2.11838,3.27507,4.5288,1.46078,0,0.00140214,0.00140214,0.00140214
30,67.2102,1.49491,1.86827,1.11996,1.05805,0,0.35868,0.28573,0.17033,0.0641,0.42015,0.33919,0.20109,0.06522,2.11838,3.27507,4.5288,1.46078,0,0.00143931,0.00143931,0.00143931
31,69.1705,1.44894,1.74961,1.12261,1.08033,0,0.54275,0.2766,0.25983,0.11347,0.45502,0.25532,0.25005,0.08773,2.0339,3.28188,2.58869,1.5802,0,0.00147568,0.00147568,0.00147568
32,71.326,1.6725,2.09384,1.21542,1.06846,0,0.54275,0.2766,0.25983,0.11347,0.45502,0.25532,0.25005,0.08773,2.0339,3.28188,2.58869,1.5802,0,0.00151126,0.00151126,0.00151126
33,73.249,1.51938,2.0488,1.16785,1.06271,0,0.48013,0.34043,0.32647,0.10918,0.46944,0.31915,0.25111,0.08529,2.13637,4.28111,2.08874,1.57381,0,0.00154605,0.00154605,0.00154605
34,75.0309,1.41241,1.92263,1.07329,1.03678,0,0.48013,0.34043,0.32647,0.10918,0.46944,0.31915,0.25111,0.08529,2.13637,4.28111,2.08874,1.57381,0,0.0015644,0.0015644,0.0015644
35,76.9404,1.57085,2.22331,1.11521,1.05879,0,0.48013,0.34043,0.32647,0.10918,0.46944,0.31915,0.25111,0.08529,2.13637,4.28111,2.08874,1.57381,0,0.0015512,0.0015512,0.0015512
36,78.8713,1.5133,2.18954,1.16038,1.08928,0,0.47042,0.34043,0.29225,0.11286,0.48651,0.3617,0.26915,0.11995,2.07403,3.61899,2.09995,1.55729,0,0.001538,0.001538,0.001538
37,80.7286,1.62711,2.20066,1.21211,1.10619,0,0.47042,0.34043,0.29225,0.11286,0.48651,0.3617,0.26915,0.11995,2.07403,3.61899,2.09995,1.55729,0,0.0015248,0.0015248,0.0015248
38,82.596,1.46189,1.86764,1.06234,1.03471,0,0.47042,0.34043,0.29225,0.11286,0.48651,0.3617,0.26915,0.11995,2.07403,3.61899,2.09995,1.55729,0,0.0015116,0.0015116,0.0015116
39,84.5104,1.40766,1.97829,1.09867,1.04718,0,0.52221,0.37224,0.35043,0.14303,0.49633,0.42553,0.36516,0.19233,1.873,2.56537,1.90202,1.45977,0,0.0014984,0.0014984,0.0014984
40,87.449,1.43997,1.76619,1.10509,1.08063,0,0.52221,0.37224,0.35043,0.14303,0.49633,0.42553,0.36516,0.19233,1.873,2.56537,1.90202,1.45977,0,0.0014852,0.0014852,0.0014852
41,90.4964,1.49708,1.91942,1.1198,1.06047,0,0.48206,0.35657,0.25479,0.11816,0.47543,0.3617,0.25062,0.09415,1.86373,3.37042,2.24117,1.28838,0,0.001472,0.001472,0.001472
42,92.3587,1.53384,2.03328,1.04342,1.00968,0,0.48206,0.35657,0.25479,0.11816,0.47543,0.3617,0.25062,0.09415,1.86373,3.37042,2.24117,1.28838,0,0.0014588,0.0014588,0.0014588
43,94.2558,1.41528,1.90853,1.01043,1.02876,0,0.48206,0.35657,0.25479,0.11816,0.47543,0.3617,0.25062,0.09415,1.86373,3.37042,2.24117,1.28838,0,0.0014456,0.0014456,0.0014456
44,96.1615,1.41768,1.83142,1.02401,1.04261,0,0.51107,0.42553,0.31532,0.13105,0.5634,0.46809,0.37649,0.15985,1.95699,2.2715,2.10336,1.19506,0,0.0014324,0.0014324,0.0014324
45,98.0894,1.37487,1.7966,0.987,1.02195,0,0.51107,0.42553,0.31532,0.13105,0.5634,0.46809,0.37649,0.15985,1.95699,2.2715,2.10336,1.19506,0,0.0014192,0.0014192,0.0014192
46,99.9553,1.36766,1.82517,1.03328,1.03228,0,0.51107,0.42553,0.31532,0.13105,0.5634,0.46809,0.37649,0.15985,1.95699,2.2715,2.10336,1.19506,0,0.001406,0.001406,0.001406
47,101.864,1.39968,1.99766,0.99073,1.03031,0,0.4965,0.42553,0.28121,0.10944,0.44288,0.38298,0.26592,0.1467,1.97097,2.48468,1.9169,1.21289,0,0.0013928,0.0013928,0.0013928
48,104.029,1.36222,1.9047,0.93816,1.02408,0,0.4965,0.42553,0.28121,0.10944,0.44288,0.38298,0.26592,0.1467,1.97097,2.48468,1.9169,1.21289,0,0.0013796,0.0013796,0.0013796
49,105.883,1.44194,2.01136,0.98487,1.03523,0,0.379,0.42553,0.2158,0.07927,0.37615,0.44681,0.24714,0.1134,1.95844,2.21828,2.4463,1.15139,0,0.0013664,0.0013664,0.0013664
50,107.793,1.38498,1.90336,0.96409,1.01615,0,0.379,0.42553,0.2158,0.07927,0.37615,0.44681,0.24714,0.1134,1.95844,2.21828,2.4463,1.15139,0,0.0013532,0.0013532,0.0013532
51,109.669,1.3077,1.79084,0.92125,1.01755,0,0.379,0.42553,0.2158,0.07927,0.37615,0.44681,0.24714,0.1134,1.95844,2.21828,2.4463,1.15139,0,0.00134,0.00134,0.00134
52,111.528,1.38503,1.76217,0.95662,1.04492,0,0.336,0.34043,0.2261,0.1126,0.38246,0.42553,0.27847,0.1345,1.80941,2.2791,1.77039,1.15008,0,0.0013268,0.0013268,0.0013268
53,113.427,1.38354,1.93076,0.93258,0.9963,0,0.336,0.34043,0.2261,0.1126,0.38246,0.42553,0.27847,0.1345,1.80941,2.2791,1.77039,1.15008,0,0.0013136,0.0013136,0.0013136
54,115.335,1.25699,1.77444,0.90195,1.0222,0,0.336,0.34043,0.2261,0.1126,0.38246,0.42553,0.27847,0.1345,1.80941,2.2791,1.77039,1.15008,0,0.0013004,0.0013004,0.0013004
55,117.238,1.40533,1.86971,0.94031,1.00749,0,0.2881,0.37891,0.21634,0.09948,0.3657,0.42553,0.27168,0.12659,1.89017,2.17818,2.55346,1.17836,0,0.0012872,0.0012872,0.0012872
56,119.128,1.46566,2.00371,0.9689,1.02857,0,0.2881,0.37891,0.21634,0.09948,0.3657,0.42553,0.27168,0.12659,1.89017,2.17818,2.55346,1.17836,0,0.001274,0.001274,0.001274
57,121.048,1.3557,1.86966,0.93998,1.06456,0,0.38489,0.29787,0.25379,0.12046,0.42486,0.34043,0.30396,0.15075,1.8759,2.2963,1.91058,1.13613,0,0.0012608,0.0012608,0.0012608
58,122.908,1.36798,1.7874,0.91083,1.01064,0,0.38489,0.29787,0.25379,0.12046,0.42486,0.34043,0.30396,0.15075,1.8759,2.2963,1.91058,1.13613,0,0.0012476,0.0012476,0.0012476
59,124.796,1.37072,1.77152,0.89087,1.00508,0,0.38489,0.29787,0.25379,0.12046,0.42486,0.34043,0.30396,0.15075,1.8759,2.2963,1.91058,1.13613,0,0.0012344,0.0012344,0.0012344
60,126.666,1.3772,1.84477,0.91424,1.04173,0,0.46388,0.34043,0.29995,0.14289,0.65094,0.40426,0.40613,0.17687,1.88941,2.27281,1.58572,1.1595,0,0.0012212,0.0012212,0.0012212
61,128.588,1.31041,1.7186,1.00272,1.00729,0,0.46388,0.34043,0.29995,0.14289,0.65094,0.40426,0.40613,0.17687,1.88941,2.27281,1.58572,1.1595,0,0.001208,0.001208,0.001208
62,130.764,1.37779,1.92341,0.98351,1.03442,0,0.46388,0.34043,0.29995,0.14289,0.65094,0.40426,0.40613,0.17687,1.88941,2.27281,1.58572,1.1595,0,0.0011948,0.0011948,0.0011948
63,132.682,1.37927,1.83409,0.9151,1.02232,0,0.63616,0.38298,0.38604,0.17465,0.67275,0.40426,0.42061,0.18985,1.84121,2.13811,1.43482,1.14496,0,0.0011816,0.0011816,0.0011816
64,135.632,1.3733,1.70074,0.89351,1.02308,0,0.63616,0.38298,0.38604,0.17465,0.67275,0.40426,0.42061,0.18985,1.84121,2.13811,1.43482,1.14496,0,0.0011684,0.0011684,0.0011684
65,138.639,1.33667,1.81874,0.88583,0.9651,0,0.6898,0.3617,0.36822,0.17141,0.7621,0.40426,0.43345,0.19284,1.83659,2.28637,1.45603,1.18361,0,0.0011552,0.0011552,0.0011552
66,140.496,1.41511,1.61616,0.89052,1.0046,0,0.6898,0.3617,0.36822,0.17141,0.7621,0.40426,0.43345,0.19284,1.83659,2.28637,1.45603,1.18361,0,0.001142,0.001142,0.001142
67,142.394,1.3511,1.76238,0.87469,1.0121,0,0.6898,0.3617,0.36822,0.17141,0.7621,0.40426,0.43345,0.19284,1.83659,2.28637,1.45603,1.18361,0,0.0011288,0.0011288,0.0011288
68,144.323,1.3521,1.73511,0.92207,1.01822,0,0.63543,0.3617,0.34976,0.178,0.72441,0.44681,0.42539,0.18377,1.69337,2.19212,1.3234,1.13912,0,0.0011156,0.0011156,0.0011156
69,146.181,1.36319,1.78912,0.88166,1.01447,0,0.63543,0.3617,0.34976,0.178,0.72441,0.44681,0.42539,0.18377,1.69337,2.19212,1.3234,1.13912,0,0.0011024,0.0011024,0.0011024
70,148.071,1.29825,1.67445,0.87134,0.98153,0,0.63543,0.3617,0.34976,0.178,0.72441,0.44681,0.42539,0.18377,1.69337,2.19212,1.3234,1.13912,0,0.0010892,0.0010892,0.0010892
71,150.006,1.24657,1.59134,0.8832,0.96635,0,0.65834,0.36915,0.37362,0.1831,0.70436,0.40426,0.42284,0.18485,1.64154,2.13623,1.27563,1.12648,0,0.001076,0.001076,0.001076
72,152.91,1.20212,1.51775,0.82428,0.98141,0,0.65834,0.36915,0.37362,0.1831,0.70436,0.40426,0.42284,0.18485,1.64154,2.13623,1.27563,1.12648,0,0.0010628,0.0010628,0.0010628
73,155.932,1.42337,1.81375,0.9133,0.98132,0,0.69662,0.34206,0.37837,0.19295,0.78117,0.38298,0.4137,0.20508,1.71157,2.18551,1.40394,1.14761,0,0.0010496,0.0010496,0.0010496
74,158.943,1.30514,1.84468,0.87413,0.98718,0,0.69662,0.34206,0.37837,0.19295,0.78117,0.38298,0.4137,0.20508,1.71157,2.18551,1.40394,1.14761,0,0.0010364,0.0010364,0.0010364
75,161.972,1.32808,1.58946,0.85836,1.01931,0,0.69662,0.34206,0.37837,0.19295,0.78117,0.38298,0.4137,0.20508,1.71157,2.18551,1.40394,1.14761,0,0.0010232,0.0010232,0.0010232
76,165.21,1.41302,1.76035,0.98478,1.03522,0,0.69213,0.3617,0.35872,0.18684,0.77392,0.40426,0.42338,0.18996,1.71453,2.08439,1.34655,1.17249,0,0.00101,0.00101,0.00101
77,167.077,1.26855,1.5856,0.82663,0.98312,0,0.69213,0.3617,0.35872,0.18684,0.77392,0.40426,0.42338,0.18996,1.71453,2.08439,1.34655,1.17249,0,0.0009968,0.0009968,0.0009968
78,168.939,1.24069,1.62199,0.81437,0.98905,0,0.69213,0.3617,0.35872,0.18684,0.77392,0.40426,0.42338,0.18996,1.71453,2.08439,1.34655,1.17249,0,0.0009836,0.0009836,0.0009836
79,170.829,1.34094,1.62728,0.88405,0.96544,0,0.68786,0.3617,0.33233,0.18349,0.77063,0.40426,0.41222,0.2022,1.82977,2.12617,1.2881,1.2789,0,0.0009704,0.0009704,0.0009704
80,172.64,1.24753,1.5965,0.84262,0.97584,0,0.68786,0.3617,0.33233,0.18349,0.77063,0.40426,0.41222,0.2022,1.82977,2.12617,1.2881,1.2789,0,0.0009572,0.0009572,0.0009572
81,174.569,1.25698,1.55901,0.82814,0.97759,0,0.65189,0.3617,0.35173,0.17606,0.65843,0.38298,0.38293,0.2127,1.91325,1.91471,1.3669,1.32847,0,0.000944,0.000944,0.000944
82,176.496,1.36718,1.74015,0.8553,0.98681,0,0.65189,0.3617,0.35173,0.17606,0.65843,0.38298,0.38293,0.2127,1.91325,1.91471,1.3669,1.32847,0,0.0009308,0.0009308,0.0009308
83,178.387,1.22642,1.6858,0.80939,0.96667,0,0.65189,0.3617,0.35173,0.17606,0.65843,0.38298,0.38293,0.2127,1.91325,1.91471,1.3669,1.32847,0,0.0009176,0.0009176,0.0009176
84,180.341,1.36457,1.64746,0.85224,1.0191,0,0.68337,0.38298,0.38431,0.17362,0.68337,0.38298,0.41907,0.23502,1.85286,2.10131,1.44385,1.2204,0,0.0009044,0.0009044,0.0009044
85,183.296,1.21611,1.57089,0.80204,0.98822,0,0.68337,0.38298,0.38431,0.17362,0.68337,0.38298,0.41907,0.23502,1.85286,2.10131,1.44385,1.2204,0,0.0008912,0.0008912,0.0008912
86,186.265,1.22721,1.64753,0.79587,0.98681,0,0.68337,0.38298,0.38431,0.17362,0.68337,0.38298,0.41907,0.23502,1.85286,2.10131,1.44385,1.2204,0,0.000878,0.000878,0.000878
87,189.236,1.31317,1.86489,0.91304,0.97894,0,0.67987,0.34043,0.36358,0.16584,0.72316,0.38298,0.4381,0.22449,1.88252,2.17656,1.38561,1.27375,0,0.0008648,0.0008648,0.0008648
88,191.158,1.29583,1.62744,0.7927,0.95144,0,0.67987,0.34043,0.36358,0.16584,0.72316,0.38298,0.4381,0.22449,1.88252,2.17656,1.38561,1.27375,0,0.0008516,0.0008516,0.0008516
89,193.01,1.21799,1.50166,0.74325,0.94243,0,0.68453,0.38298,0.39402,0.19018,0.68453,0.38298,0.44593,0.2214,1.83508,2.14759,1.35195,1.28642,0,0.0008384,0.0008384,0.0008384
90,196.243,1.20333,1.58766,0.80759,0.97721,0,0.68453,0.38298,0.39402,0.19018,0.68453,0.38298,0.44593,0.2214,1.83508,2.14759,1.35195,1.28642,0,0.0008252,0.0008252,0.0008252
91,199.131,1.22503,1.56509,0.80283,0.95497,0,0.68453,0.38298,0.39402,0.19018,0.68453,0.38298,0.44593,0.2214,1.83508,2.14759,1.35195,1.28642,0,0.000812,0.000812,0.000812
92,202.108,1.24764,1.63944,0.83134,0.99695,0,0.74468,0.38298,0.35702,0.17259,0.67768,0.40426,0.40385,0.19034,1.87417,2.0277,1.36566,1.28639,0,0.0007988,0.0007988,0.0007988
93,203.943,1.30142,1.72371,0.84936,1.00029,0,0.74468,0.38298,0.35702,0.17259,0.67768,0.40426,0.40385,0.19034,1.87417,2.0277,1.36566,1.28639,0,0.0007856,0.0007856,0.0007856
94,205.787,1.28484,1.76258,0.84929,0.97308,0,0.74468,0.38298,0.35702,0.17259,0.67768,0.40426,0.40385,0.19034,1.87417,2.0277,1.36566,1.28639,0,0.0007724,0.0007724,0.0007724
95,207.656,1.35799,1.74086,0.83476,0.97583,0,0.59797,0.34829,0.3373,0.16466,0.63371,0.36826,0.38739,0.16302,1.90006,2.19983,1.50385,1.27373,0,0.0007592,0.0007592,0.0007592
96,209.543,1.17569,1.54843,0.75874,0.94974,0,0.59797,0.34829,0.3373,0.16466,0.63371,0.36826,0.38739,0.16302,1.90006,2.19983,1.50385,1.27373,0,0.000746,0.000746,0.000746
97,211.474,1.11558,1.61577,0.74726,0.94279,0,0.61212,0.34043,0.30343,0.14201,0.56917,0.38298,0.35866,0.14332,1.88907,2.10524,1.5904,1.27488,0,0.0007328,0.0007328,0.0007328
98,213.274,1.19642,1.61664,0.7942,0.95532,0,0.61212,0.34043,0.30343,0.14201,0.56917,0.38298,0.35866,0.14332,1.88907,2.10524,1.5904,1.27488,0,0.0007196,0.0007196,0.0007196
99,215.17,1.21288,1.62544,0.81441,0.97239,0,0.61212,0.34043,0.30343,0.14201,0.56917,0.38298,0.35866,0.14332,1.88907,2.10524,1.5904,1.27488,0,0.0007064,0.0007064,0.0007064
100,217.11,1.16637,1.64866,0.78901,0.94118,0,0.68773,0.3617,0.34373,0.16595,0.59192,0.42553,0.37975,0.17325,1.89084,2.08398,1.43954,1.28048,0,0.0006932,0.0006932,0.0006932
101,218.943,1.15121,1.42529,0.74322,0.92688,0,0.68773,0.3617,0.34373,0.16595,0.59192,0.42553,0.37975,0.17325,1.89084,2.08398,1.43954,1.28048,0,0.00068,0.00068,0.00068
102,220.775,1.16363,1.60256,0.76378,0.94109,0,0.68773,0.3617,0.34373,0.16595,0.59192,0.42553,0.37975,0.17325,1.89084,2.08398,1.43954,1.28048,0,0.0006668,0.0006668,0.0006668
103,222.654,1.14252,1.56297,0.72853,0.96155,0,0.61535,0.40426,0.38107,0.1782,0.64774,0.42553,0.43437,0.20368,1.82073,2.12756,1.46658,1.18631,0,0.0006536,0.0006536,0.0006536
104,224.517,1.19647,1.52055,0.7806,0.92578,0,0.61535,0.40426,0.38107,0.1782,0.64774,0.42553,0.43437,0.20368,1.82073,2.12756,1.46658,1.18631,0,0.0006404,0.0006404,0.0006404
105,226.727,1.20192,1.63142,0.81034,0.93928,0,0.61706,0.37728,0.34357,0.18724,0.62165,0.42553,0.43928,0.20728,1.76473,1.96865,1.41351,1.11923,0,0.0006272,0.0006272,0.0006272
106,228.694,1.15395,1.5538,0.74632,0.95713,0,0.61706,0.37728,0.34357,0.18724,0.62165,0.42553,0.43928,0.20728,1.76473,1.96865,1.41351,1.11923,0,0.000614,0.000614,0.000614
107,230.602,1.11789,1.51062,0.71721,0.95584,0,0.61706,0.37728,0.34357,0.18724,0.62165,0.42553,0.43928,0.20728,1.76473,1.96865,1.41351,1.11923,0,0.0006008,0.0006008,0.0006008
108,232.571,1.17142,1.44882,0.74851,0.98169,0,0.67048,0.38979,0.40632,0.20875,0.64489,0.42553,0.44129,0.22609,1.72972,1.97817,1.34113,1.13708,0,0.0005876,0.0005876,0.0005876
109,235.509,1.20294,1.56965,0.76111,0.94116,0,0.67048,0.38979,0.40632,0.20875,0.64489,0.42553,0.44129,0.22609,1.72972,1.97817,1.34113,1.13708,0,0.0005744,0.0005744,0.0005744
110,238.514,1.23822,1.48198,0.79825,0.97497,0,0.67048,0.38979,0.40632,0.20875,0.64489,0.42553,0.44129,0.22609,1.72972,1.97817,1.34113,1.13708,0,0.0005612,0.0005612,0.0005612
111,241.489,1.10727,1.52996,0.715,0.95197,0,0.72274,0.40426,0.44833,0.21335,0.76077,0.42553,0.48634,0.22515,1.74646,1.97911,1.27049,1.18694,0,0.000548,0.000548,0.000548
112,244.424,1.15,1.4653,0.74787,0.93002,0,0.72274,0.40426,0.44833,0.21335,0.76077,0.42553,0.48634,0.22515,1.74646,1.97911,1.27049,1.18694,0,0.0005348,0.0005348,0.0005348
113,247.451,1.20666,1.71971,0.77529,0.93555,0,0.70096,0.38298,0.40939,0.19937,0.77884,0.42553,0.48158,0.21795,1.71915,1.994,1.24421,1.13564,0,0.0005216,0.0005216,0.0005216
114,249.275,1.1518,1.53102,0.74242,0.9358,0,0.70096,0.38298,0.40939,0.19937,0.77884,0.42553,0.48158,0.21795,1.71915,1.994,1.24421,1.13564,0,0.0005084,0.0005084,0.0005084
115,251.14,1.18039,1.48147,0.72747,0.94978,0,0.70096,0.38298,0.40939,0.19937,0.77884,0.42553,0.48158,0.21795,1.71915,1.994,1.24421,1.13564,0,0.0004952,0.0004952,0.0004952
116,253.062,1.21849,1.55898,0.72092,0.92449,0,0.61478,0.44681,0.40799,0.1966,0.78516,0.42553,0.49627,0.21739,1.71432,2.01527,1.23122,1.09756,0,0.000482,0.000482,0.000482
117,254.948,1.08839,1.37617,0.69533,0.9545,0,0.61478,0.44681,0.40799,0.1966,0.78516,0.42553,0.49627,0.21739,1.71432,2.01527,1.23122,1.09756,0,0.0004688,0.0004688,0.0004688
118,256.861,1.2189,1.46946,0.78522,0.94665,0,0.61478,0.44681,0.40799,0.1966,0.78516,0.42553,0.49627,0.21739,1.71432,2.01527,1.23122,1.09756,0,0.0004556,0.0004556,0.0004556
119,259.021,1.14773,1.58467,0.76031,0.94214,0,0.71041,0.38298,0.38269,0.19091,0.79,0.42553,0.47562,0.19589,1.6843,2.0595,1.22473,1.08638,0,0.0004424,0.0004424,0.0004424
120,260.886,1.12592,1.64726,0.72156,0.92967,0,0.71041,0.38298,0.38269,0.19091,0.79,0.42553,0.47562,0.19589,1.6843,2.0595,1.22473,1.08638,0,0.0004292,0.0004292,0.0004292
121,262.795,1.1668,1.58535,0.74256,0.91362,0,0.64706,0.38298,0.37658,0.18596,0.74717,0.42553,0.46821,0.19737,1.63995,2.05629,1.21188,1.07634,0,0.000416,0.000416,0.000416
122,264.604,1.15208,1.46595,0.70202,0.91767,0,0.64706,0.38298,0.37658,0.18596,0.74717,0.42553,0.46821,0.19737,1.63995,2.05629,1.21188,1.07634,0,0.0004028,0.0004028,0.0004028
123,266.495,1.08059,1.41583,0.69848,0.93868,0,0.64706,0.38298,0.37658,0.18596,0.74717,0.42553,0.46821,0.19737,1.63995,2.05629,1.21188,1.07634,0,0.0003896,0.0003896,0.0003896
124,268.381,1.10479,1.49765,0.681,0.91814,0,0.63851,0.40426,0.39581,0.19455,0.7234,0.44681,0.47987,0.2098,1.62685,2.01991,1.17914,1.06648,0,0.0003764,0.0003764,0.0003764
125,270.311,1.19465,1.5736,0.79224,0.96444,0,0.63851,0.40426,0.39581,0.19455,0.7234,0.44681,0.47987,0.2098,1.62685,2.01991,1.17914,1.06648,0,0.0003632,0.0003632,0.0003632
126,272.182,1.02182,1.45049,0.67185,0.92646,0,0.63851,0.40426,0.39581,0.19455,0.7234,0.44681,0.47987,0.2098,1.62685,2.01991,1.17914,1.06648,0,0.00035,0.00035,0.00035
