epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
124,292.508,1.26133,1.62782,0.77062,0.96712,0,0.82648,0.71448,0.7311,0.49883,0.80704,0.69713,0.73793,0.46838,1.09345,1.57139,0.9522,1.01493,0,0.0003764,0.0003764,0.0003764
125,294.567,1.2832,1.73252,0.7895,0.93679,0,0.77465,0.71667,0.72225,0.50643,0.78382,0.72522,0.75555,0.46404,1.09379,1.58729,0.95259,1.00799,0,0.0003632,0.0003632,0.0003632
126,297.748,1.26941,1.61569,0.8112,0.92256,0,0.77465,0.71667,0.72225,0.50643,0.78382,0.72522,0.75555,0.46404,1.09379,1.58729,0.95259,1.00799,0,0.00035,0.00035,0.00035
127,300.869,1.3943,1.80249,0.78597,0.95498,0,0.75604,0.73333,0.70726,0.48539,0.75747,0.72879,0.74738,0.44056,1.09267,1.5797,0.96377,0.99892,0,0.0003368,0.0003368,0.0003368
128,302.967,1.20533,1.47462,0.78672,0.94643,0,0.75604,0.73333,0.70726,0.48539,0.75747,0.72879,0.74738,0.44056,1.09267,1.5797,0.96377,0.99892,0,0.0003236,0.0003236,0.0003236
129,304.997,1.19393,1.49273,0.75525,0.93995,0,0.79944,0.73082,0.72319,0.49516,0.7771,0.7,0.7427,0.45188,1.08471,1.57632,0.96386,0.98607,0,0.0003104,0.0003104,0.0003104
130,307.038,1.35669,1.77016,0.84269,0.9534,0,0.79944,0.73082,0.72319,0.49516,0.7771,0.7,0.7427,0.45188,1.08471,1.57632,0.96386,0.98607,0,0.0002972,0.0002972,0.0002972
131,309.191,1.34316,1.48814,0.78656,0.95773,0,0.78804,0.73333,0.73081,0.49545,0.78361,0.68333,0.74578,0.44951,1.08342,1.57995,0.9554,0.97981,0,0.000284,0.000284,0.000284
132,311.288,1.41673,1.62115,0.84312,0.9688,0,0.78804,0.73333,0.73081,0.49545,0.78361,0.68333,0.74578,0.44951,1.08342,1.57995,0.9554,0.97981,0,0.0002708,0.0002708,0.0002708
133,313.381,1.28974,1.70054,0.80062,0.97322,0,0.79204,0.73333,0.73863,0.49068,0.77405,0.68333,0.74684,0.45832,1.07355,1.58395,0.9505,0.97674,0,0.0002576,0.0002576,0.0002576
134,315.511,1.23071,1.52511,0.7557,0.96354,0,0.79204,0.73333,0.73863,0.49068,0.77405,0.68333,0.74684,0.45832,1.07355,1.58395,0.9505,0.97674,0,0.0002444,0.0002444,0.0002444
135,317.615,1.29212,1.70948,0.78472,0.95225,0,0.78879,0.73333,0.74097,0.50155,0.8041,0.68413,0.75577,0.46907,1.06474,1.593,0.94612,0.97381,0,0.0002312,0.0002312,0.0002312
136,320.771,1.26898,1.54605,0.79448,0.9587,0,0.78879,0.73333,0.74097,0.50155,0.8041,0.68413,0.75577,0.46907,1.06474,1.593,0.94612,0.97381,0,0.000218,0.000218,0.000218
137,324.209,1.18448,1.50691,0.74031,0.93158,0,0.77727,0.73333,0.74599,0.50962,0.80422,0.68467,0.75049,0.47028,1.07359,1.60445,0.93322,0.97229,0,0.0002048,0.0002048,0.0002048
138,327.384,1.25797,1.58551,0.77328,0.94845,0,0.77727,0.73333,0.74599,0.50962,0.80422,0.68467,0.75049,0.47028,1.07359,1.60445,0.93322,0.97229,0,0.0001916,0.0001916,0.0001916
139,330.591,1.35921,1.60467,0.74068,0.95143,0,0.76241,0.75,0.74669,0.5076,0.8188,0.7,0.751,0.46469,1.07557,1.60908,0.93552,0.972,0,0.0001784,0.0001784,0.0001784
140,332.654,1.22774,1.51455,0.75497,0.93076,0,0.76241,0.75,0.74669,0.5076,0.8188,0.7,0.751,0.46469,1.07557,1.60908,0.93552,0.972,0,0.0001652,0.0001652,0.0001652
141,336.763,1.25703,1.60744,0.816,0.93547,0,0.78883,0.73333,0.75609,0.50661,0.8441,0.7,0.75495,0.4702,1.07094,1.60958,0.92457,0.97664,0,0.000152,0.000152,0.000152
142,338.937,1.26616,1.79603,0.82139,0.95209,0,0.78883,0.73333,0.75609,0.50661,0.8441,0.7,0.75495,0.4702,1.07094,1.60958,0.92457,0.97664,0,0.0001388,0.0001388,0.0001388
143,340.977,1.25665,1.73982,0.77382,0.99013,0,0.80169,0.74123,0.75321,0.51,0.81418,0.7,0.75089,0.46924,1.07008,1.6122,0.92703,0.97591,0,0.0001256,0.0001256,0.0001256
144,343.001,1.39898,1.66934,0.81802,0.97462,0,0.80169,0.74123,0.75321,0.51,0.81418,0.7,0.75089,0.46924,1.07008,1.6122,0.92703,0.97591,0,0.0001124,0.0001124,0.0001124
145,345.057,1.26683,1.47929,0.75707,0.93878,0,0.79746,0.75,0.74889,0.51019,0.84095,0.7,0.75608,0.46798,1.07398,1.61553,0.92587,0.97714,0,9.92e-05,9.92e-05,9.92e-05
146,347.082,1.2368,1.60251,0.79452,0.91957,0,0.79746,0.75,0.74889,0.51019,0.84095,0.7,0.75608,0.46798,1.07398,1.61553,0.92587,0.97714,0,8.6e-05,8.6e-05,8.6e-05
147,349.118,1.23324,1.51959,0.75095,0.95154,0,0.81467,0.75,0.7484,0.51627,0.80142,0.7,0.75698,0.47281,1.06287,1.61886,0.9357,0.9752,0,7.28e-05,7.28e-05,7.28e-05
148,352.222,1.142,1.50968,0.71831,0.92045,0,0.81467,0.75,0.7484,0.51627,0.80142,0.7,0.75698,0.47281,1.06287,1.61886,0.9357,0.9752,0,5.96e-05,5.96e-05,5.96e-05
149,355.361,1.20527,1.49176,0.74101,0.94914,0,0.8168,0.75,0.74588,0.51009,0.828,0.72217,0.76918,0.47122,1.05942,1.62229,0.95045,0.97372,0,4.64e-05,4.64e-05,4.64e-05
150,357.396,1.36334,1.6495,0.89311,0.93533,0,0.8168,0.75,0.74588,0.51009,0.828,0.72217,0.76918,0.47122,1.05942,1.62229,0.95045,0.97372,0,3.32e-05,3.32e-05,3.32e-05
